Latitude,Longitude,Time
52.24829,-1.55685,04/09/2016 07:08:48
52.24828,-1.55697,04/09/2016 07:08:53
52.24828,-1.55694,04/09/2016 07:12:02
52.2479,-1.5569,04/09/2016 07:12:07
52.24823,-1.55696,04/09/2016 07:12:12
52.24828,-1.55697,04/09/2016 07:12:17
52.24828,-1.55697,04/09/2016 07:14:33
52.2483,-1.55676,04/09/2016 07:14:39
52.24828,-1.55697,04/09/2016 07:14:44
52.24828,-1.55697,04/09/2016 07:18:05
52.24836,-1.55708,04/09/2016 07:18:10
52.24828,-1.55697,04/09/2016 07:18:16
52.24828,-1.55697,04/09/2016 07:20:36
52.2483,-1.55682,04/09/2016 07:20:42
52.24832,-1.55665,04/09/2016 07:20:47
52.24834,-1.55648,04/09/2016 07:20:52
52.24836,-1.55635,04/09/2016 07:20:56
52.24836,-1.55635,04/09/2016 07:20:56
52.24889,-1.5567,04/09/2016 07:21:07
52.24895,-1.55678,04/09/2016 07:21:12
52.24884,-1.55696,04/09/2016 07:21:17
52.24828,-1.55697,04/09/2016 07:21:22
52.24828,-1.55696,04/09/2016 07:26:45
52.24835,-1.55646,04/09/2016 07:26:50
52.24848,-1.55547,04/09/2016 07:26:55
52.24866,-1.55425,04/09/2016 07:27:00
52.24883,-1.55297,04/09/2016 07:27:05
52.24885,-1.55158,04/09/2016 07:27:10
52.24884,-1.55046,04/09/2016 07:27:15
52.24873,-1.54967,04/09/2016 07:27:20
52.24856,-1.54869,04/09/2016 07:27:25
52.24849,-1.54763,04/09/2016 07:27:30
52.2485,-1.54664,04/09/2016 07:27:35
52.24875,-1.54571,04/09/2016 07:27:41
52.24915,-1.54495,04/09/2016 07:27:46
52.24957,-1.54417,04/09/2016 07:27:51
52.24975,-1.54358,04/09/2016 07:27:56
52.24958,-1.5429,04/09/2016 07:28:01
52.24939,-1.5422,04/09/2016 07:28:06
52.2492,-1.54188,04/09/2016 07:28:11
52.24904,-1.54188,04/09/2016 07:28:16
52.24878,-1.54185,04/09/2016 07:28:21
52.2485,-1.5414,04/09/2016 07:28:26
52.24824,-1.54098,04/09/2016 07:28:31
52.24803,-1.54095,04/09/2016 07:28:36
52.24783,-1.54094,04/09/2016 07:28:42
52.24758,-1.54091,04/09/2016 07:28:47
52.24735,-1.54089,04/09/2016 07:28:52
52.24732,-1.54089,04/09/2016 07:28:57
52.24714,-1.54094,04/09/2016 07:29:02
52.24713,-1.54095,04/09/2016 07:29:07
52.24707,-1.54103,04/09/2016 07:29:12
52.24708,-1.54101,04/09/2016 07:30:12
52.24729,-1.54088,04/09/2016 07:30:18
52.2473,-1.54089,04/09/2016 07:30:23
52.24751,-1.54091,04/09/2016 07:30:28
52.24738,-1.54089,04/09/2016 07:30:33
52.24716,-1.54093,04/09/2016 07:30:38
52.2471,-1.54098,04/09/2016 07:30:43
52.24711,-1.54097,04/09/2016 07:35:23
52.24722,-1.54077,04/09/2016 07:35:30
52.24723,-1.54074,04/09/2016 07:35:46
52.24713,-1.54094,04/09/2016 07:35:51
52.24712,-1.54095,04/09/2016 07:36:15
52.24709,-1.541,04/09/2016 07:36:21
52.24709,-1.541,04/09/2016 07:36:42
52.24716,-1.54092,04/09/2016 07:36:47
52.2473,-1.54089,04/09/2016 07:36:52
52.2473,-1.54089,04/09/2016 07:36:57
52.2471,-1.54099,04/09/2016 07:37:02
52.24704,-1.54107,04/09/2016 07:37:07
52.24713,-1.54092,04/09/2016 07:37:12
52.24709,-1.54099,04/09/2016 07:37:17
52.2473,-1.54089,04/09/2016 07:37:22
52.2473,-1.54089,04/09/2016 07:37:32
52.24704,-1.54107,04/09/2016 07:37:36
52.24704,-1.54107,04/09/2016 07:37:42
52.24696,-1.54119,04/09/2016 07:37:47
52.24669,-1.54157,04/09/2016 07:37:52
52.24621,-1.54225,04/09/2016 07:37:57
52.2456,-1.54307,04/09/2016 07:38:02
52.24492,-1.54374,04/09/2016 07:38:07
52.24428,-1.54437,04/09/2016 07:38:12
